global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	aroma_motion_03	aroma_motion_04	aroma_motion_05	aroma_motion_07	aroma_motion_08	aroma_motion_09	aroma_motion_12	aroma_motion_13	aroma_motion_15	aroma_motion_16	aroma_motion_19	aroma_motion_21
6559.318947130474	n/a	n/a	43024665.05018483	9440.44956516161	n/a	89122087.99236004	n/a	5011.564510013769	n/a	n/a	25115778.83802955	5405.916181890009	6808.822431773351	n/a	n/a	n/a	n/a	-0.0607932572	-0.0776718843	-0.0043366983	0.0165516802	-0.1149084503	0.0450060002	-0.0412599341	0.102137717	-0.1935244006	0.0274397931	0.0791147576	-0.1957382829	-0.0372175814	0.066321816	-0.1340865404	-0.0292494533	0.0552135175	-0.1387347581	0.0732628225	-0.0274497756	0.1068791363	-0.0337004766	0.0907753249	-0.0357360054	0.1422786039	-0.060668782	0.0600261468	-0.0856311113	0.1123169744	-0.0309457946	0.0213650005	-0.1530086385	0.0718938436	-0.0478198649	0.1644714721	-0.0905279649	-0.0886315845	0.1234817578	0.0778998915	-0.1712818144	-0.0878705488	0.0385209269	0.0042872015	0.0197598358	0.1931175902	-0.0351833858	-0.0915151404	-0.0810668672	0.0992108365	0.1494293215	-0.0582335468	-0.0020079721	-0.0563048704	0.0876706593	-0.0570817017	0.0491524872	-0.0809438771	0.0693698681	-0.1336627254	0.068445768	-0.0924430212	0.1836181021	-0.1195215297	0.0906231806	-0.1506249958	0.055350917	-0.0039488331	0.0025128418	-0.1051287357	0.0156461295	-0.1529911743	0.0552841713	-0.0789411044	0.0698127113	-0.0121147481	0.172415515	0.0448254675	-0.1873621036	0.0986264293	-0.0648593369	-0.0671059616	0.0702349161	0.0414801143	0.1801842224	-0.0572201623	-0.0159171741	-0.1156141987	0.0054529618	0.1359273017	-0.1047008056	-0.0142547196	0.0855219952	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.0185883	n/a	0.0003455248968899	n/a	0.0232538	n/a	0.00054073921444	n/a	-0.0552744	n/a	0.00305525929536	n/a	0.0011727	n/a	1.37522529e-06	n/a	-0.000452647	n/a	2.04889306609e-07	n/a	0.0	n/a	n/a	0.0	0.6512960756	0.4488753458	1.020457653	0.7538507929	-0.4739179552	1.677823971	-1.716561439	-0.4788949462	0.8346813985	-0.611793092	-1.34001881	0.4343468055
6553.556795177419	-5.762151953054854	33.20239513009387	42949106.66761613	9393.083017416926	-47.3665477446848	88230008.57208626	2243.5898452495044	5004.010324026767	-7.5541859870018015	57.065725926214384	25040119.32296647	5402.643039929774	6795.089423038734	0.967888	19.30624	0.0383633999999999	0.0193575	-0.1052905067	-0.0369161811	0.0095310867	0.1121921099	-0.1084309182	-0.0103506033	-0.0475118901	0.0133057427	-0.0371253776	0.0461611443	-0.1471615027	-0.0608202268	-0.0904427325	0.0506896422	-0.0934274283	0.0736431618	-0.0663780238	-0.1204094038	0.1432054278	0.0139141101	0.0431149407	-0.0299342865	-0.0730782101	-0.0036361455	0.1776757139	-0.0054147766	0.1294443373	-0.0881710006	0.0071778451	-0.0104923662	0.0327183406	-0.0084427164	0.1119617451	0.0600614635	-0.0034010332	-0.032475431	-0.1307631991	0.1496262083	-0.0488120468	-0.0519502766	0.0376309036	-0.1662584671	-0.0402838585	-0.1346243304	0.215891637	0.0587810746	0.0882071328	-0.0101022474	0.0023787904	0.1807691899	-0.1569449245	0.1510506687	-0.0506575746	0.1093299708	0.0152996372	0.0542443965	-0.0646296998	0.088438118	-0.1503587915	0.0725542883	0.0706781014	0.1404803013	-0.0622712305	0.0783168207	0.0417669646	0.0633613257	-0.0369343417	0.1199824491	0.0211346339	-0.1065013541	-0.0499413148	0.035311391	-0.0241711703	-0.1034601967	-0.0799184251	0.0980855737	0.0893542464	0.093499488	0.1356160463	0.182470602	0.0274926818	0.0454621312	-0.0581023978	0.0861514067	-0.1180152894	-0.0751881585	-0.1967986634	-0.0859609814	0.1145391117	-0.1467653688	0.0116135238	-0.0073327196	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.0212004	0.0026121	0.00044945696016	6.823066410000013e-06	0.0187601	-0.0044937	0.0003519413520099	2.019333969000003e-05	-0.0685822	-0.0133077999999999	0.00470351815684	0.0001770975408399	0.00113662	-3.6079999999999966e-05	1.2919050244000002e-06	1.3017663999999976e-09	-0.00035909	9.355699999999996e-05	1.2894562810000004e-07	8.752912248999995e-09	0.000229359	0.000229359	5.2605550881e-08	5.2605550881e-08	0.7703172583	0.3417581568	1.02819987	0.3411274011	-1.009058202	2.272229246	-1.313069064	-1.551215782	0.6765383257	-0.3174729397	-0.4734257936	2.284394453
6540.904791815998	-12.65200336142152	160.07318905742147	42783435.49560148	9378.893038978644	-14.189978438282196	87963634.63660206	201.35548807891365	5003.100981803632	-0.9093422231353544	0.8269032787767485	25031019.434124462	5400.094907005183	6766.842162332172	0.949309	18.935648	0.0325076999999999	0.0150491	-0.088890344	0.0418580425	-0.0299051912	0.1031778029	-0.065598549	-0.0837570905	-0.0678731702	-0.0937502411	0.1236360867	0.0700775321	-0.0919289313	0.0170488418	-0.1044252347	0.0433695753	-0.1829489571	0.0892193501	-0.0279047675	-0.0337442158	0.01578869	0.0386194814	-0.0520977312	0.0427484269	-0.1045015518	-0.0635493008	0.1389322029	0.1734601448	-0.0391098433	-0.0365363352	-0.121617317	-0.1429893586	-0.0760799798	0.0013906276	-0.2140510141	-0.0477916605	-0.0719773005	-0.090883025	0.0646881518	0.0628742606	-0.0035964254	0.145079765	0.157185885	-0.077666427	-0.0659131759	-0.0110372832	-0.0422142258	0.1709496665	0.0300038061	0.0574706798	0.136178598	0.0113190661	0.0870065605	0.035988107	0.0445701038	0.0815874943	0.0599568615	0.0652038991	-0.1059895991	0.1794263915	-0.0610766514	-0.0235452693	0.0616280632	0.013276381	-0.0460358599	0.0435961784	0.1444099545	0.0919045963	-0.1067447477	0.0130529464	-0.0607140547	-0.1645755528	0.1456812864	0.0031635194	-0.0107104773	0.0333514238	-0.0065998556	-0.068491147	0.2381276223	0.0398584391	-0.0452500186	0.0588216199	-0.0853777992	-0.0425167038	-0.0487009652	-0.1352730718	-0.0008832157	0.0350789679	0.0651683296	0.025298636	-0.1333731261	0.1299208878	-0.1301098535	-0.0951948728	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.0316966	0.0104961999999999	0.00100467445156	0.0001101702144399	0.013064	-0.0056960999999999	0.0001706680959999	3.244555520999999e-05	-0.0702824	-0.0017001999999999	0.0049396157497599	2.8906800399999963e-06	0.000983871	-0.0001527489999999	9.680021446410005e-07	2.3332257000999998e-08	-0.00045398	-9.488999999999998e-05	2.060978404e-07	9.004112099999997e-09	0.000184694	-4.466499999999999e-05	1.9949622249999994e-09	3.4111873636e-08	0.7914469477	0.3455719594	0.6951087455	0.171550895	-1.419282529	1.784863623	-0.7776565051	-2.197282749	0.5788060428	0.8478593967	-0.6971614879	0.8324580006
6543.50850214521	2.6037103292119355	6.779307478444926	42817503.51764665	9381.729212591305	2.8361736126607866	88016843.01838906	8.043880761153337	4998.598310934618	-4.502670869013855	20.274044954665985	24985985.07407841	5393.299061743624	6794.584114844104	0.951482	18.978992	0.0375731499999999	0.0209056	-0.0491183794	0.0960428498	-0.0440153551	0.008984111	0.01282953	-0.1285300928	-0.082511796	-0.0422326052	0.0893138381	0.0745716544	0.0037598487	0.0265897172	-0.0801308805	0.0019518349	-0.1056593615	0.0853115009	-0.0080207984	0.109468407	0.0152158723	0.0099759415	-0.014456841	0.026428296	-0.0410674207	0.0925337349	-0.0975526528	0.1479891898	-0.0358866475	0.0608994065	-0.1430107875	0.0163620869	-0.108049552	-0.053311771	-0.0093025807	-0.0480061804	-0.064091708	-0.1013130777	-0.1287546662	-0.1025067151	-0.0592497635	-0.0539926463	-0.0601483889	0.052964207	0.1729947689	-0.0422382323	-0.0236711126	-0.0617552654	-0.1899082944	0.0519630138	0.0099635011	0.115663484	0.009067591	-0.1927066506	-0.0746211327	0.0166549123	0.1000597167	0.0434404175	-0.0229683804	0.1311810573	0.0995330905	0.0374922937	0.0524483395	-0.0693893985	0.0346274882	-0.0577390448	0.0505266365	-0.0963911713	-0.143586289	0.0041204136	-0.0659589746	-0.1008148543	-0.1071260199	-0.1134271118	0.0006372815	0.0786815387	0.0710914988	0.0052795296	0.0533283217	-0.0065926544	-0.1641289069	-0.0049543491	0.0014161545	0.0424651326	0.2311634587	-0.0066075981	-0.002777926	0.0514016136	-0.0134787725	0.109543158	-0.0468438607	-0.0179047405	-0.1265353005	0.1406710374	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.0275247	-0.0041718999999999	0.00075760911009	1.7404749609999993e-05	0.0158115	0.0027475	0.00025000353225	7.54875625e-06	-0.0686202	0.0016621999999999	0.00470873184804	2.7629088399999624e-06	0.00097636	-7.511000000000084e-06	9.532788496e-07	5.6415121000001265e-11	-0.000141759	0.000312221	2.0095614081000003e-08	9.7481952841e-08	0.000444793	0.000260099	6.7651489801e-08	1.97840812849e-07	0.645586254	0.3890699635	0.913316168	0.5763201922	-1.027875339	1.879759844	-0.6179283019	-1.467860094	1.146197393	1.528157658	-0.9997221662	-0.4323689727
6540.788274498747	-2.720227646462263	7.399638448577622	42781911.2518203	9399.424407805238	17.695195213933403	88349179.19804485	313.1199336592116	5000.131326247266	1.5330153126478765	2.350135948812866	25001313.27971924	5397.332725220942	6797.565106743736	0.925502	18.460781	0.041430545	0.0245573	0.0251569706	0.1241659774	-0.0487526758	-0.1155269856	0.0996160678	-0.0985340882	-0.0319364257	0.067475063	0.0368220089	0.0124872414	0.0430664016	0.1831700334	-0.0589311789	-0.0802251413	-0.1176497853	0.0325831439	-0.0497583483	0.1931824086	0.039607553	0.048634486	-0.1072709893	0.0667440435	-0.0377819165	0.0383375004	0.0563132019	0.1100790959	-0.1117752544	0.1599579076	0.1034219348	0.0499363974	0.0125058501	-0.0677418066	0.1134209827	0.0620318981	0.0625489908	0.0695530873	0.0724638781	-0.0889010516	0.0394285297	0.1162197268	-0.0052145216	0.1099553352	-0.034410478	-0.0299957008	-0.0750580104	-0.0709629174	-0.0255573753	-0.0307050095	0.0666707737	0.0251559989	-0.0066565473	-0.1018420716	0.1584654731	-0.0645019514	0.1188407084	0.0489837585	-0.0273111107	0.0961920871	0.1808917026	0.0396109836	0.0567864667	0.0534078775	0.107436309	0.0329298914	0.0231087761	-0.0011021989	-0.0942827906	-0.1097982385	0.114557172	0.0641695687	-0.0944240521	-0.0672110861	-0.1099060514	0.0410276128	0.0327005219	0.0503360311	-0.1629485607	0.0313250519	0.0505456468	-0.0758496503	0.0961859772	-0.0329490211	-0.0122518901	-0.1710913512	-0.1196781246	0.0492828198	0.0516732367	0.0147177138	-0.0854775464	0.0153935137	-0.1654695273	0.0227912433	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.0186499	-0.0088747999999999	0.00034781877001	7.876207503999997e-05	0.0116429	-0.0041686	0.00013555712041	1.737722596e-05	-0.0621152	0.006505	0.00385829807104	4.231502500000005e-05	0.000933147	-4.321300000000006e-05	8.707633236089999e-07	1.867363369000005e-09	-0.000115618	2.614100000000001e-05	1.3367521924e-08	6.833518810000003e-10	7.65041e-05	-0.0003682889	1.3563671386321e-07	5.852877316810001e-09	0.6371558435	0.3078291327	0.9409857239	0.4763741213	-0.1676706668	1.731835419	0.08929445594	-0.6318281249	0.5998463349	0.8790323234	-0.5403683776	-0.5807147182
6541.404410457511	0.6161359587640618	0.3796235196821096	42789971.66115298	9401.360362489648	1.935954684409808	88385576.66539147	3.747920540088278	4999.593660007178	-0.5376662400876739	0.2890849857300162	24995936.76518397	5395.489672386714	6765.708869965028	0.91756	18.302372	0.036422625	0.021046	0.0834477986	0.1104540567	-0.0321225226	-0.1025641937	0.1288341078	-0.0784288068	-0.041622901	0.067695784	-0.0059780768	-0.0912035774	-0.0266951798	-2.5711e-05	-0.0298336265	-0.0976649498	-0.07630802	-0.0609827337	0.0133999638	0.2480749029	0.0966812556	0.079190018	-0.1097025161	0.0725078038	0.1693310525	0.1415904333	-0.0639911357	-0.0288325054	-0.0462203785	0.0170066025	0.042403541	-0.0079854712	-0.1000947081	0.0237134984	0.0882950224	0.1417320873	-0.0962112747	0.0780049075	0.0372048217	0.0269906866	0.1473985768	0.1837585575	0.0999425026	0.142850337	0.0612296409	-0.1131915217	-0.0005359514	-0.0630857902	0.0780780532	0.127930673	-0.0096967849	0.0286756197	-0.0248455071	0.0232948358	-0.0071243037	-0.122944224	0.0933635084	0.0585669256	-0.0042879277	0.0148212679	0.2279863256	0.0426670959	0.0017107364	0.1351695759	0.1796488753	0.0906536068	-0.0459334844	-0.1433583948	-0.0396644996	-0.0823864937	-0.0185922991	0.0815758554	-0.0696214946	0.0820611493	0.1463839193	0.0340014697	-0.0262255593	0.0702972855	-0.0823010429	0.023628002	-0.0058704959	0.108829916	-0.0401962876	-0.0065002172	-0.0998726854	-0.1956266516	-0.1159699366	-0.1398683741	0.0989753889	0.0095406117	-0.1272918233	0.0653135165	0.1296637499	0.0596274882	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.00945033	-0.00919957	8.930873710889999e-05	8.463208818490001e-05	0.0110704	-0.0005725	0.0001225537561599	3.277562500000001e-07	-0.0485552	0.01356	0.00235760744704	0.0001838736	0.0007570899999999	-0.000176057	5.731852680998486e-07	3.099606724903519e-08	-0.000124868	-9.250000000000008e-06	1.5592017424000004e-08	8.556250000000015e-11	0.0	-7.65041e-05	5.852877316810001e-09	0.0	0.4548294943	0.4656936497	0.6948166768	0.5763398786	0.04604393674	1.462705473	0.1427144781	-0.6813167715	0.2485282218	-0.6695761656	-1.027303208	-0.7616143802
6545.522079598809	4.117669141297483	16.955199157193555	42843859.29451551	9429.571208030542	28.210845540894297	88916813.16731858	795.8518061321956	5003.267663275306	3.674003268128217	13.498300014216822	25032687.310376342	5401.666821294409	6774.473501595227	0.914779	18.246891	0.01877866	0.0096721	0.1241115679	0.0700997373	-0.0118485343	-0.032058717	0.1435845536	-0.0167371269	-0.029081901	0.116631911	-0.05857726	-0.0401443488	-0.0306369114	-0.0908058342	0.000903163	-0.1298564619	-0.0533729362	-0.1138680478	-0.000165256	0.1517382426	-0.0122977785	0.105648931	-0.1212656543	0.0519631814	0.0168428646	0.0832089804	0.005684791	-0.1291697033	0.0044225471	0.0872583169	0.0976738787	-0.1048906513	-0.0291060904	0.0111469773	0.023960338	-0.171590006	-0.0110721681	-0.0023820049	0.0878963135	0.0485697142	-0.1766528519	-0.1238265696	0.0460238636	0.0189327349	-0.0515362995	0.0900514172	-0.0433785724	0.0339189463	0.023231681	0.0400060311	0.1120649292	-0.0300542566	-0.1131988739	0.0713999528	-0.1009818929	-0.1351591264	0.0444359377	0.0775652354	-0.0004832382	-0.0298644506	0.1431412974	-0.049156358	0.0188631509	0.1291368222	0.08148729	0.0183173056	0.0712023999	-0.0568426088	0.0282381697	-0.0672459485	0.03567771	0.0174878453	0.0248251955	0.2308255426	-0.0793109262	0.0433091598	0.0894274129	-0.064745296	0.0727664533	0.0112348307	0.0672309384	0.0136285457	-0.0599183298	0.0082487095	0.0671086494	0.0282289678	0.1088560356	-0.0032910457	0.0967877138	-0.2097791347	0.0468825481	-0.1146553519	-0.0493054467	-0.0895871565	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.00725867	-0.00219166	5.26882901689e-05	4.803373555599999e-06	0.0120681	0.0009977	0.00014563903761	9.954052900000014e-07	-0.055285	-0.0067298	0.003056431225	4.529020804000002e-05	0.000704768	-5.232199999989997e-05	4.966979338240001e-07	2.737591683989533e-09	-0.0	0.000124868	0.0	1.5592017424000004e-08	0.0	0.0	0.0	0.0	0.6280407285	0.3914391865	0.9834878309	0.5633084601	-0.4591189419	1.451245211	0.4359791738	-0.653898464	0.7340337942	-1.72926906	-0.899127229	-0.2266586897
6539.638451632847	-5.88362796596175	34.6170780418472	42766871.07807487	9405.818752248151	-23.752455782390825	88469426.40014297	564.1791556944313	4998.848135652235	-4.41952762307119	19.53222441108928	24988482.683313828	5399.462500136333	6747.875665801431	0.916945	18.290089	0.00425843	0.00316088	0.1511051794	0.0025984709	-0.0327182488	0.0501273611	0.1413271836	0.0340670025	-0.0834969662	0.0228806223	-0.0049626497	0.0017163227	-0.1353456371	-0.0280069847	-0.0341646063	-0.0732720932	0.0255409304	-0.1346606825	0.0559617706	0.1376384403	-0.036964067	0.1261192178	0.0147368096	0.0731362894	-0.0772024795	0.0026041288	-0.080490056	-0.112242902	0.0942456357	0.0702242558	-0.0074746654	0.0301909293	-0.1325313957	-0.0762408099	-0.136314589	-0.0328607135	0.0186490662	0.0341164752	0.0043409049	-0.0522131531	-0.0348015567	-0.0053679613	-0.1087971998	-0.1120785489	0.0803063257	-0.0400065674	-0.0552562284	-0.0050991656	0.1378632549	-0.1306096176	0.0116200834	-0.0014499035	0.10338098	0.1099892866	0.0393914929	-0.1250880357	0.0217673071	0.0767683621	-0.0270246259	-0.1126935055	0.1202045827	-0.1036555486	0.089308065	0.0108354959	-0.0313092365	0.0143485208	0.0218339161	-0.097962586	0.0223515224	0.0550154077	0.0461488769	0.0025712866	-0.2122823724	0.0368591334	0.0380060484	0.0870819512	0.0156255087	-0.2262106265	0.0794800308	0.0045417235	0.0015997814	-0.0492543431	0.0291844021	-0.0921718559	0.0069565682	0.0856066689	0.0710471428	-0.0764563941	0.0465490537	0.1236708577	0.090442114	-0.0571414478	0.1065912608	-0.0677845911	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.0100271	0.00276843	0.00010054273441	7.664204664900002e-06	0.0120846	1.6499999999999154e-05	0.0001460375571599	2.722499999999721e-10	-0.0552901	-5.100000000000937e-06	0.00305699515801	2.601000000000956e-11	0.0006754	-2.9367999999999997e-05	4.561651600000001e-07	8.624794239999997e-10	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.566085094	0.3604388004	1.077858159	0.1348419389	-1.647444304	1.56471964	0.3831290937	-0.6883014535	-0.1212473753	-2.022802583	-0.01826496193	-0.5717067421
6539.76450490301	0.1260532701626289	0.0158894269186927	42768519.77958931	9410.48440303758	4.665650789429492	88557216.69981357	21.76829728890404	4998.138850693088	-0.7092849591472259	0.5030851532724819	24981391.970807623	5396.561939547831	6768.082151873362	0.925375	18.458244	0.0486319799999999	0.0258017	0.1390217262	-0.059952669	-0.1287162725	0.0267428695	0.0873633305	0.0937775087	-0.1673145153	-0.0066774414	0.0477178606	0.0510317544	-0.1445404469	0.0202858163	0.0052162588	-0.0725226972	0.0902560658	-0.1726992614	-0.04020383	0.0021337196	0.0008706216	0.0279441829	-0.1264177653	-0.0138548176	-0.1445247065	0.1070599987	-0.0620151526	-0.145894292	-0.0404345265	0.0776216693	-0.0246743227	-0.0043444315	0.0399444789	0.1526207481	-0.1206200699	-0.0392953441	0.0637722972	0.1278933033	0.0600369107	0.0605833097	-0.0400345282	0.0352661109	-0.1297444045	-0.0115669366	-0.0717013054	-0.0330400031	0.0458952207	0.0720648125	0.145830795	-0.0374554947	0.0301690762	-0.0684896722	0.1125058259	-0.007525048	-0.1405318156	-0.095678745	-0.0312255085	0.1112643254	0.0071559675	-0.1731741914	0.0297180297	-0.0582671465	0.0387857217	-0.0142859355	0.0020837346	-0.0968683448	0.2255655634	-0.0378732926	0.0403888522	-0.0593328151	0.0441057471	0.0593820639	0.0695575797	0.0619021292	0.0380181215	-0.0022791531	-0.0406493088	-0.1248705458	-0.0892811641	-0.03369868	0.0435170535	0.0191419693	0.0444716028	-0.2422264434	-0.0806475849	0.1057101202	0.0346090873	-0.0128928149	-0.1339845034	-0.1548012141	-0.0300510904	0.1337648772	0.1162521618	-0.0834136669	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.00478722	-0.00523988	2.29174753284e-05	2.7456342414400005e-05	0.01292	0.0008354	0.0001669263999999	6.978931600000001e-07	-0.0318869	0.0234032	0.00101677439161	0.00054770977024	0.000955136	0.0002797359999999	9.12284778496e-07	7.825222969599996e-08	-0.000103334	-0.000103334	1.0677915556e-08	1.0677915556e-08	0.0	0.0	0.0	0.0	0.4840268878	0.5832509582	0.9004916168	-0.1872768355	-2.124323474	1.349623669	-0.03180112661	0.1999646135	-0.3444368264	-0.9751818856	0.0454648808	-1.027326698
6543.329054411411	3.564549508400887	12.706013197841006	42815155.11430453	9398.24176725244	-12.24263578514001	88326948.31572828	149.88213096759074	4995.25846056942	-2.880390123667894	8.296647264523545	24952607.08789037	5396.749316585977	6764.525751220309	0.968195	19.31238	0.03729544	0.0205877	0.1018249317	-0.1212124332	-0.0747648359	-0.0486162663	0.0021644195	0.1352118534	-0.0153716956	-0.003037134	0.1039550774	0.0300230119	-0.0320918871	0.1617690089	0.1002299757	-0.0750490114	0.101525617	-0.165086708	-0.0664008853	-0.0563596095	-0.0956627438	-0.0098149815	0.0262754826	-0.0429241237	-0.0764142513	-0.1393109878	-0.1035889648	-0.2318603639	-0.058927079	-0.0659318792	-0.0728837146	0.0099850181	-0.0505832433	0.2756345535	0.0937217435	-0.0577388632	0.0636665453	0.1519566822	-0.0065323329	-0.081008664	0.0487752351	-0.1201324494	-0.0126500185	0.0459522698	0.0233255759	0.0228320927	-0.04452916	0.0208246971	-0.0423463229	0.0697969877	0.0590200462	-0.1565764877	-0.0580238644	0.0984963321	0.0540958365	-0.0503867917	-0.1332397504	0.0959290005	0.0819831715	-0.1291415725	-0.0084436634	-0.0630561158	0.0727352444	-0.143383509	-0.0710264946	-0.0922789002	0.0630417487	0.0656016374	0.1609810342	-0.0139600379	-0.0632776392	0.1145637726	0.0132664593	0.1228318581	0.208269656	-0.111526039	0.1844106813	-0.1231896015	-0.165861757	-0.0338934956	0.0701066067	-0.0405961217	0.0664684157	0.017373192	0.1586826802	-0.0333941741	0.034940878	-0.0599918896	0.0946956832	-0.0779111006	0.1405294447	0.0458766118	-0.0023866479	0.018747927	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.00452293	-0.00026429	2.04568957849e-05	6.984920410000018e-08	0.0228335	0.0099135	0.00052136872225	9.827748225e-05	-0.0295283	0.0023586	0.00087192050089	5.562993960000011e-06	0.00122731	0.0002721739999999	1.5062898360999995e-06	7.407868627599995e-08	-0.000326341	-0.000223007	1.06498448281e-07	4.9732122049e-08	0.0	0.0	0.0	0.0	0.4114251025	0.3910025039	0.6989892614	0.06675770188	-2.035299303	1.604949536	-0.7937122175	0.8732463366	0.2593249165	-0.3389323546	0.1330168303	-1.381214002
