global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	aroma_motion_01	aroma_motion_10	aroma_motion_11	aroma_motion_12	aroma_motion_16	aroma_motion_17	aroma_motion_18	aroma_motion_19	aroma_motion_20	aroma_motion_21
6062.13324323479	n/a	36749459.45873235	n/a	7712.278953961848	n/a	n/a	59479246.66372286	5191.373939144946	n/a	26950363.37603332	n/a	5289.344942402688	5502.2519686514015	n/a	n/a	n/a	n/a	-0.1058695259	-0.1094972256	-0.0064888208	0.0445295857	-0.0516804244	-0.1202073505	0.0180856802	-0.0361324679	0.0051713732	-0.0345118132	0.0223031761	-0.111445687	0.0546495311	-0.0012646679	0.11588355	-0.0713547368	0.1051105378	-0.0034723398	0.0190750602	-0.0427712787	0.0709924023	-0.036295591	0.0887573066	-0.0454130498	0.0070181378	-0.0059323993	0.0536381226	-0.0946338843	0.0158352815	-0.0981343021	0.063452193	-0.0112749047	-0.0110486589	0.0751748483	0.0264999579	-0.0670281061	-0.0086670635	-0.1196797132	-0.0169259371	0.0357591761	0.0068554741	-0.0543521762	0.0106591503	-0.0797905216	0.0586930496	-0.0031539011	0.0833563885	-0.040604831	-0.0587221887	0.1397273382	-0.0207758767	0.0429781875	-0.0448373678	0.0832642765	-0.0403151179	0.0440401149	-0.0575822157	0.0390336787	-0.0758659234	0.0168737802	-0.0391506222	0.0707419654	-0.0447924804	0.159443014	-0.036296391	0.0272640668	0.0507875209	-0.0351611363	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.0834248999999999	n/a	n/a	0.0069597139400099	0.117042	n/a	n/a	0.0136988297639999	0.437758	n/a	n/a	0.1916320665639999	-0.00182199	n/a	n/a	3.3196475600999995e-06	0.00285036	n/a	8.1245521296e-06	n/a	0.00456474	n/a	n/a	2.08368512676e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1061408067	-0.8298090857	-1.45236773	-0.5813582431	0.4129150889	0.187562933	0.7689282512	0.4300181841	0.2193207369	0.3423506938
6066.54529109585	4.412047861060273	36802971.76891723	19.46616632828653	7727.276523843356	14.997569881507845	224.9271023507112	59710802.47594066	5190.822744086782	-0.5511950581640122	26944640.76052863	0.3038159921444287	5289.056991217242	5419.225002113653	0.769721	28.047766	0.1277415999999999	0.0865347999999999	-0.1086872278	-0.1123641809	-0.0443741895	-0.0294749129	-0.0012679754	-0.1134592397	0.0234731515	-0.0201973742	-0.1147805039	0.015610331	-0.0034651457	-0.0349339167	0.0097714551	0.0431611075	0.0676739888	-0.1489523916	0.0971634679	0.0423560795	-0.0526498143	-0.0731629348	0.0808332774	-0.0096741442	0.0295663961	-0.1376279077	0.1380171597	-0.0771092695	-0.0562373545	-0.0299353108	-0.0431095495	-0.0795807664	-0.0379737734	-0.0546019613	0.003334637	0.0095524602	-0.0218453276	-0.007877999	0.0758784532	-0.1098508082	-0.0314206733	0.0160763989	-0.1119282799	-0.0127687747	-0.0133673626	-0.035131739	0.0148396333	-0.049818294	0.1201169528	0.0242215241	0.086877983	0.0980074444	0.039434918	0.1167272178	-0.0529586432	0.1504514729	0.0400541079	0.1041919294	0.0037602635	-0.1173626454	-0.1020924906	0.031989084	-0.0426486348	0.0597362314	0.0256862405	0.0108081264	-0.0142733802	0.0127555581	0.0806294882	0.0309132425	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.0899905	0.0065656000000001	4.3107103360001336e-05	0.00809829009025	0.100626	-0.016416	0.000269485056	0.0101255918759999	0.361986	-0.075772	0.005741395984	0.131033864196	-0.0015318	0.0002901899999999	8.421023609999992e-08	2.34641124e-06	0.00285036	0.0	8.1245521296e-06	0.0	0.00485431	0.0002895699999999	8.385078489999966e-08	2.35643255761e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04398908122	-0.3306686392	-1.111363562	-0.72037979	-0.3418982556	0.3354238167	0.8351558855	0.4040929949	0.373599403	-1.834833383
6047.093341729592	-19.451949366258305	36567337.88359036	378.3783341474768	7718.501181971656	-8.77534187170022	77.00662496521512	59575260.49609784	5193.625647319579	2.80290323279678	26973747.36449572	7.856266532422639	5294.708986608845	5329.88536832284	0.884869	32.243618	0.1145143	0.0660449	-0.1269993192	-0.1179604107	-0.0473812552	-0.0511915681	0.0141113259	-0.1087842985	0.0426336596	-7.70679e-05	0.0574142822	-0.0656655101	0.0495153034	-0.0022596288	-0.0712645875	0.0400373522	-0.0178121712	-0.034297764	0.1378914983	0.1021029536	0.0303078386	-0.0384236359	0.0422246417	-0.0328139862	-0.0251942589	-0.0686954149	-0.0529049959	-0.1438033775	-0.1196819839	-0.1900914474	-0.1121003319	0.0648272637	-0.0117924698	0.0334986141	-0.0473684872	0.0451295512	-0.0726987007	0.0296111198	-0.0534024864	-0.1069807009	-0.0383707517	-0.0034161044	0.0599607896	-0.0515203524	0.0542055977	0.0032402931	-0.077412483	-0.0385732572	0.0117674595	0.0387253151	-0.0866536985	0.0248094878	-0.0227576297	0.1479029504	-0.0044103027	0.1177926033	-0.0054875549	0.0422636265	-0.0354004321	-0.1477269909	0.0868702557	0.0473833904	0.0952938552	0.035654635	-0.059133139	0.0790609644	0.0047073988	0.0223010014	-0.0716666856	0.0023903263	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.0921274	0.0021368999999999	4.566341609999988e-06	0.00848745783076	0.0681816	-0.0324444	0.0010526390913599	0.00464873057856	0.38375	0.021764	0.000473671696	0.1472640625	-0.00232934	-0.00079754	6.360700516000001e-07	5.4258248356e-06	0.002625	-0.0002253599999999	6.890625000000001e-06	5.078712959999999e-08	0.00499479	0.00014048	1.9734630400000032e-08	2.49479271441e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.09414408102	-0.3096529579	-2.161642035	-0.3760483674	0.4331400024	-0.5304987202	0.8332189118	-0.2429865774	0.7475018705	-0.378643711
6073.282578741288	26.189237011695692	36884761.28124242	685.8761352547717	7662.336888331855	-56.16429363980024	3154.427880057705	58711406.5902911	5189.758743248436	-3.866904071142926	26933595.813123588	14.952947095421736	5286.019500065002	5458.873173874252	0.837364	30.512583	0.0780367	0.0582765	-0.1068057492	-0.1103750585	0.0312212579	-0.018065799	0.0193286061	-0.1201059019	0.0187356956	-0.0038330431	-0.1090695518	0.0317892965	0.0420363184	-0.0583099146	0.0316084765	0.0349512894	0.1335441732	-0.0393578266	0.0342626909	0.0658761734	0.0724133055	-0.0050066015	-0.0343603861	-0.0632688074	-0.006656253	-0.0911994947	0.0577060315	-0.0668604097	0.012917563	0.0138480366	-0.0329484119	-0.1295773718	-0.0045640966	-0.0688721948	-0.0687206959	0.0059331521	0.0937240172	-0.0182571758	-0.0087131286	-0.1186668846	-0.0235940498	-0.0122006051	-0.099821835	0.0014262091	0.0174413915	-0.0601348096	0.0500954871	-0.0447095249	0.0714180107	-0.1009096018	-0.0126239659	0.0482847579	-0.0231833736	0.093777758	0.0061853896	0.0080237538	-0.072263003	0.1052946856	-0.0284004001	-0.0061735066	-0.0337281618	-0.0317102504	-0.0317141146	0.1652572459	0.0406537853	0.0321192789	-0.0657365941	0.0294875743	0.0883515566	-0.0245454773	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.0926844	0.000557	3.102490000000022e-07	0.00859039800336	0.0638409	-0.0043406999999999	1.8841676489999904e-05	0.00407566051281	0.375482	-0.0082679999999999	6.835982399999996e-05	0.140986732324	-0.00136291	0.00096643	9.339869449000002e-07	1.8575236681e-06	0.00256625	-5.875000000000021e-05	6.5856390625e-06	3.451562500000024e-09	0.00526703	0.00027224	7.41146176e-08	2.77416050209e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06504353523	-0.3855749476	-1.09121404	-0.6554424369	-0.3210692531	1.048192273	0.7478692821	-0.2400286951	-0.3486929192	-0.6220175247
6076.813344534076	3.5307657927887703	36927660.42430743	12.466307083527314	7726.583761401655	64.24687306979922	4127.660699246892	59700096.62195574	5207.397887570086	17.639144321649837	27116992.759469397	311.1394123999917	5306.987547741574	5414.565580791356	0.846035	30.828564	0.1174775	0.0832346	-0.1008001912	-0.108072629	-0.0649156115	-0.0767484142	0.0706959549	-0.0745943822	0.0394223388	0.0342905382	0.0751887446	-0.0446069097	0.0261183837	0.0592809161	0.0159690103	0.0464042762	-0.0077691894	-0.069069775	0.0854533633	-0.0297257063	-0.0196971378	0.0001278218	0.0303511064	-0.0047159049	-0.1127712566	-0.0713742326	-0.0623541021	-0.0944965189	-0.0978225769	-0.0506028211	0.1356557282	0.0568415756	0.0413506555	-0.0821711825	-0.0660835826	-0.0708883411	-0.0183759857	0.0084867422	-0.0212111747	-0.0732786119	-0.0417836679	-0.0276804473	0.0825215984	-0.015859808	0.0301222797	0.0800863491	-0.0259559898	-0.0413520661	0.0259925246	0.0479386881	0.0156460638	0.0633313783	0.0036998391	0.1234119724	0.012098641	0.0247554496	-0.0739595204	-0.0440722671	-0.0252603534	-0.0553265546	-0.0583994862	-0.0134957457	0.0648883129	-0.003608783	-0.0711894472	-0.0901357528	-0.0768808541	-0.0567944124	-0.0390366513	-0.0093518215	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.0861624	-0.006522	4.2536484e-05	0.00742395917376	0.0553989	-0.008442	7.126736400000008e-05	0.00306903812121	0.437253	0.061771	0.003815656441	0.191190186009	-0.00201488	-0.00065197	4.250648809000002e-07	4.0597414144e-06	0.00255522	-1.102999999999998e-05	6.5291492484e-06	1.2166089999999959e-10	0.00511518	-0.0001518499999999	2.305842249999981e-08	2.6165066432400004e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1105425397	-0.05289768293	-1.771392921	-0.2136899298	0.1051503105	-0.5972897336	1.256304147	-0.5801038625	1.315570249	-2.177535287
6102.141945293972	25.32860075989538	37236136.320516095	641.5380164541729	7744.359750863177	17.77598946152284	315.9858013361711	59975107.95078958	5200.261855327781	-7.136032242305191	27042723.36397713	50.92295616321925	5297.355124217689	5749.584973722088	0.924506	33.687939	0.1926533	0.104986	-0.0657317931	-0.0837118961	0.0214212092	-0.0278809849	0.0275932458	-0.0877916563	0.0090533391	-0.0898648282	-0.0543878811	-0.0113228612	0.1220608181	-0.0687477573	-0.0076699279	-0.0031521366	0.0262446712	0.2264200447	0.2266232152	-0.0796599818	0.0585767408	0.1374495652	0.0113085342	0.2605439636	0.1483790529	0.0135185835	0.0417595266	0.0389162482	0.0905935835	0.0256421048	0.0825383279	-0.1064162086	0.1408263737	-0.1361616543	-0.0993385601	0.0488234906	-0.1567014294	0.0686049265	-0.0536754867	-0.0852990211	-0.0230112038	0.0664043448	-0.0650706154	-0.0105151837	0.1019308175	-0.0601359578	0.0130980026	0.0004787918	-0.161521076	-0.0869762845	-0.1519111593	0.1432644202	0.0854455674	0.074494156	0.1386571804	-0.0286056752	0.1740181471	-0.1303982578	0.1096776141	0.0893275057	-0.1433724072	-0.064335551	-0.0389630491	0.0912965513	-0.002121383	0.2235366831	-0.1694921465	-0.1862337603	0.0457363929	0.0633738776	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.103694	0.0175315999999999	0.0003073569985599	0.0107524456359999	0.0787265999999999	0.0233276999999998	0.0005441815872899	0.0061978775475599	0.350537	-0.086716	0.007519664656	0.122876188369	-0.00188132	0.00013356	1.783827360000006e-08	3.5393649423999995e-06	0.00179142	-0.0007638	3.2091856164e-06	5.8339044e-07	0.00551938	0.0004041999999999	1.6337763999999964e-07	3.04635555844e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4316060471	0.2017604828	-0.5304287644	-0.9960381085	0.5135045109	1.34965525	0.2328614525	-0.9948480237	0.2231697871	-0.3062141522
6136.582813869447	34.44086857547518	37657648.63147786	1186.1734282331536	7840.305243377867	95.94549251468924	9205.53753388629	61470386.30933847	5228.125529138296	27.863673810515134	27333296.548427586	776.3843182187871	5329.192485171519	5789.454619470907	0.864155	31.488848	0.2029608499999999	0.095754	-0.0540503828	-0.0642812867	-0.0446307627	-0.0908173958	0.0371256574	-0.0081917887	0.0212093474	0.0430230792	0.0217084691	-0.0224400536	-0.005213342	0.159972784	-0.0005296984	0.1015308448	-0.0610344781	-0.0058556415	-0.107293811	0.0852097086	-0.1169482725	0.1138645372	0.0116679885	-0.015849007	-0.1801530029	-0.0565447987	0.0050117226	0.0368960166	0.0824378268	0.0230577888	0.0539718466	0.1416757109	-0.0296567312	0.0559239565	-0.0640237611	-0.0917559064	0.0147308463	0.151634721	-0.0098639254	-0.0121083336	-0.0127126512	-0.0281359592	0.0271266215	-0.002203497	0.0121390629	0.1332234344	-0.0364005449	-0.0656304782	-0.0004496028	-0.0006298949	0.1422220271	-0.1659251147	0.0769999388	-0.0530809903	0.1157009594	0.0546920988	-0.1116140059	-0.0405400005	0.0167677734	-0.0350728555	0.0444518513	0.0673482479	-0.0969376382	-0.0835179063	-0.0001583559	-0.0735741702	0.0078479965	-0.0458633204	-0.1444932832	0.015909719	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.104073	0.000379	1.436410000000033e-07	0.010831189329	0.0299578	-0.0487687999999999	0.0023783958534399	0.00089746978084	0.320128	-0.0304089999999999	0.0009247072809999	0.102481936384	-0.00230229	-0.0004209699999999	1.772157408999999e-07	5.300539244099999e-06	0.000772669	-0.001018751	5.97017383561e-07	1.037853600001e-06	0.00449102	-0.0010283599999999	1.0575242895999998e-06	2.01692606404e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.508687763	0.4315318218	-1.425795026	-0.373789355	0.4253250305	-0.3533749694	1.656275461	-0.3538462496	1.679563992	-0.8756000714
6152.828516108649	16.24570223920182	37857298.74863976	263.922841244807	7864.749860963607	24.44461758574016	597.5393289130772	61854290.37552707	5217.108569978281	-11.016959160015176	27218221.83094082	121.3733891334423	5318.141623860712	6123.07328821445	0.961589	35.039211	0.22483885	0.131975	-0.0118147043	-0.031610037	0.0241273154	-0.0544184521	0.056915599	-0.037968355	-0.0035528992	-0.0110602378	-0.0676915899	-0.0619826547	-0.0230817495	0.033484565	-0.0849359422	0.0393624026	0.0780512989	0.0565184009	0.0152184238	0.0712836803	0.0069686998	0.0769970018	-0.0614124609	-0.1437428194	0.0004696535	0.105371461	-0.0801386395	-0.1161794958	-0.0492560708	0.0458766707	-0.0037341326	0.002660249	-0.0780461345	0.0698407733	0.2036411628	0.1342210309	0.0857159477	0.1106063072	-0.0040701813	-0.0404128083	0.005500173	-0.0033020547	-0.0557824482	-0.0673536089	-0.0023531711	0.0080929485	-0.0934484194	-0.037540156	-0.0059078068	-0.0956594476	-0.0680766579	-0.0178178171	-0.017905253	-0.0230519622	0.0523935871	-0.0245443952	-0.0212170119	0.0751838634	-0.1436194286	-0.1167700229	0.1060017234	-0.0366700596	0.0581638564	-0.0684913999	0.0634187305	-0.1295439797	0.0416001648	0.1114110779	-0.0108092548	-0.0388239248	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.0928353	-0.0112377	0.00012628590129	0.0086183929260899	0.0485079	0.0185501	0.00034410621001	0.00235301636241	0.183925	-0.136203	0.018551257209	0.033828405625	-0.00290603	-0.00060374	3.645019876000002e-07	8.4450103609e-06	0.00121206	0.000439391	1.4690894436000002e-06	1.9306445088100006e-07	0.00462485	0.0001338299999999	1.7910468899999922e-08	2.13892375225e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9751744917	-0.05880535582	-0.5669657695	-1.53181903	1.622688642	1.576959236	1.243989407	-0.299057849	0.6378072755	-0.2026631695
6167.868440194033	15.039924085383973	38042601.09554157	226.1993164941129	7910.059472576145	45.30961161253799	2052.9609044790377	62569040.8596916	5229.19168199765	12.083112019369764	27344445.647073414	146.00159607263805	5328.228667666957	5941.396877315579	0.905521	32.996166	0.1131302999999999	0.0675267	-0.0242272286	-0.0225383877	-0.0019963577	-0.0683295818	0.033597252	0.0057898981	0.0105818017	0.0058502543	0.0217531345	-0.0210650596	0.0485580988	0.1199205708	-0.0778775213	-0.0563109852	0.0105425427	-0.0282321062	-0.0345772641	-0.0995774929	-0.0825014241	0.057086846	-0.0037066165	-0.078652207	-0.0017855668	-0.0875392226	-0.0301999009	0.01463744	-0.0271806285	0.0736728727	-0.00946608	-0.0284386182	-0.0842982232	0.0880707279	-0.0793220967	-0.1340345018	0.0741066422	-0.0327318073	-0.0207130265	0.0029290479	-0.0186607132	-0.0035924448	0.005791513	0.010287331	0.0484627427	0.093166226	-0.0978488883	0.0720975055	-0.0108694409	0.0009281274	0.1423634631	0.054430713	0.0274789814	-0.0804363272	0.0144527476	0.0045154728	-0.0377069644	-0.0009137333	-0.0546684478	-0.0036636534	0.0491643983	-0.0158126386	-0.0105645382	-0.0291498374	0.1051711204	0.0215385062	0.0121981222	-0.0247782255	-0.0899597535	-0.0637846333	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.104023	0.0111877	0.00012516463129	0.010820784529	0.0394083	-0.0090996	8.280272015999999e-05	0.00155301410889	0.244573	0.060648	0.003678179904	0.059815952329	-0.00285558	5.045000000000006e-05	2.545202500000006e-09	8.1543371364e-06	0.00121206	0.0	1.4690894436000002e-06	0.0	0.0040314	-0.0005934499999999	3.5218290249999964e-07	1.625218596e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7999853888	0.8132759212	-1.61638502	-0.5641775215	0.5070791856	0.01181763365	1.420506826	-0.580409807	1.525137367	-0.6322118295
6169.7731503630175	1.9047101689848205	38066100.72694039	3.627920827834184	7874.508546483558	-35.55092609258645	1263.868346040544	62007884.8486426	5212.038339063535	-17.153342934115244	27165343.64786817	294.23717381536136	5312.075894004221	6208.610418730853	0.946831	34.501469	0.0934326	0.0530673	0.0088723463	-0.0096661678	0.0686777387	0.0172946252	0.0287992831	-0.0467430812	0.0426081344	0.0126227988	-0.0330029569	-0.1094859428	0.0235779823	0.0060213191	-0.0657119532	-0.0535623553	0.1016283639	0.087110713	0.0023845131	0.0633314169	0.0751972942	-0.0081664274	0.0128248473	-0.138288361	0.0350463681	0.0195869846	-0.1221209937	0.0793162668	-0.1668217894	0.1279159129	-0.0507131831	0.0754624835	-0.0373690245	-0.0098774447	-0.0304518272	0.0402187652	-0.0750485092	0.0392770556	0.2339768814	-0.0445537405	-0.0387870394	-0.0304288043	-0.0147826168	-0.1047900865	0.0131159726	-0.0144296954	-0.0610065068	0.061021515	-0.0510785705	-0.1265532385	-0.0753454901	-0.001119136	-0.0651109444	0.0414693764	-0.0310150492	0.0228719864	-0.0380974099	0.121658267	-0.0463583633	-0.0156968346	0.0925618759	-0.0288029736	0.1474218607	-0.2198383945	0.0998892014	-0.0730739807	-0.0006798283	-0.0261042328	0.0748425711	0.1044342233	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.0725130999999999	-0.0315099000000001	0.00099287379801	0.0052581496716099	0.050095	0.0106867	0.00011420555689	0.002509509025	0.249187	0.0046139999999999	2.1288995999999808e-05	0.0620941609689999	-0.00220278	0.0006527999999999	4.261478399999998e-07	4.8522397284e-06	0.00122868	1.661999999999996e-05	1.5096545424e-06	2.7622439999999867e-10	0.00376838	-0.00026302	6.917952040000005e-08	1.42006878244e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.138846238	0.7970488486	-0.09125007832	-1.332409862	0.8649760555	1.4809227	1.305155843	-0.2211984186	0.3902320102	-0.5052592571
